bigram;freq;percentile_100;freq10;freq20;freq30_50
yf;114743;0,002378058;LF;;LF
yi;67603;0,001401078;LF;;LF
yj;9275;0,000192225;LF;;LF
yk;4549680;0,09429249;HF;;HF
yn;3934078;0,08153409;HF;;HF
yø;1170;2,42483E-05;LF;;LF
yq;2378;4,92842E-05;LF;;LF
yr;4328002;0,08969819;HF;;HF
ys;4100513;0,08498346;HF;;HF
yt;4099511;0,084962696;HF;;HF
yu;125438;0,002599713;LF;;LF
yw;37857;0,000784589;LF;;LF
yx;1659;3,43829E-05;LF;;LF
yy;8961;0,000185717;LF;;LF
yz;4680;9,69934E-05;LF;;LF
zå;113;2,34193E-06;LF;;LF
zæ;2828;5,86105E-05;LF;;LF
zb;25630;0,000531184;LF;;LF
zc;5676;0,000117636;LF;;LF
zd;17376;0,000360119;LF;;LF
ze;305445;0,006330373;LF;;LF
zf;9047;0,0001875;LF;;LF
zg;6723;0,000139335;LF;;LF
zh;27629;0,000572613;LF;;LF
zi;257173;0,005329931;LF;;LF
zj;10879;0,000225468;LF;;LF
zk;11238;0,000232908;LF;;LF
zl;51623;0,001069891;LF;;LF
zm;12017;0,000249053;LF;;LF
zn;19168;0,000397258;LF;;LF
zo;117004;0,002424917;LF;;LF
zø;4499;9,32421E-05;LF;;LF
zp;8495;0,00017606;LF;;LF
zq;1147;2,37717E-05;LF;;LF
zr;6745;0,000139791;LF;;LF
zs;13544;0,000280701;LF;;LF
zt;6829;0,000141532;LF;;LF
zu;80039;0,001658815;LF;;LF
zv;4863;0,000100786;LF;;LF
zw;7967;0,000165117;LF;;LF
zx;241;4,99474E-06;LF;;LF
zy;58160;0,001205371;LF;;LF
zz;150082;0,003110462;LF;;LF
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;HF;251;0;251
;;LF;419;0;419
